DisplayName,AttachmentType,GunType,AmmoType,MagazineType,MaxAmmo,MinDamage,MaxDamage,HitChance,CriticalChance,CritDmgMultiplier,ProjectileCount,PiercingBullets,MaxHitCount,JamGunChance,AimingTime,ReloadTime,SoundRadius,MinRange,MaxRange,Weight,AimingPerkHitChanceModifier,AimingPerkCritModifier,ConditionMax,ConditionLowerChanceOneIn,PushBackMod,KnockdownMod,BaseID,AttachmentsList,FromMod
S&T Motiv K2C1 Police Rifle (Launcher),Rifle,Rifle,40HERound,,1,0,0,0,0,,1,TRUE,0,0,23,50,100,0.61,0,3,19,,50,60,0.8,8,K2C1_PH_HE,,ARSENAL-26-GunFighter: DAEWOO_NEW.txt
S&T Motiv K2C1 Police Rifle (Launcher),Rifle,Rifle,40INCRound,,1,0,0,0,0,,1,TRUE,0,0,23,50,100,0.61,0,3,19,,50,60,0.8,8,K2C1_PH_INC,,ARSENAL-26-GunFighter: DAEWOO_NEW.txt
S&T Motiv K2C1 Rifle,Rifle,Rifle,556Bullets,556Clip,30,1.9,2.5,26,25,4,1,TRUE,2,0.08,17,25,60,0.61,26,3.3,13,10,50,60,0.3,3,K2_C1,Launcher;Launcher2;Bipod;Bipod_OPEN;Sling_2;Sling_3;ForeGrip;Grip_Magpul;Grip_MLOK;Grip_TG;Grip_BCM;Grip_Fold;Light_Small;Light_Large;Light_Medium_M952V;Laser_Green;Laser_Red;Laser_DVAL;Laser_PEQ15;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;Suppressor_Rifle;Suppressor_PBS1_Rifle;Suppressor_PBS4_Rifle;Suppressor_Oil;Suppressor_Bottle;Compensator;MuzzleBrake;MuzzleBrake_DK1;MuzzleBrake_DK2;LinearComp_Noveske;GhostRing;Sight_Fiber_Shotgun;Sight_MicroDot;Sight_RaceDot;Sight_SRS;Sight_MRO;Sight_SRO;Sight_EOTech;Sight_XPS;Sight_Aimpoint;Sight_Aimpoint_Dot;Sight_ACRO;Sight_Mepro_M21;Sight_Mepro_MOR;Sight_UH1;Sight_Nikon;Sight_1P87;Sight_1P63;Sight_KOBRA;Sight_OKP7_Reflex;Sight_Phantom_XL;Sight_PKAS;Sight_LUX;Sight_3xEOTech;Sight_Raven;Sight_C79;Sight_NO32;Sight_PU;Sight_4xACOG;Sight_4xACOG_ECO;Sight_SUSAT;Sight_L2;Sight_Brownells;Scope_4xPSO;Sight_M8;Scope_1;Scope_Trijicon_1;Scope_TANGO6T_1;Sight_6xELCAN;Sight_6xHensoldt;Sight_Malcom;Scope_12xPSO;Sight_VX3;Scope_20x;Sight_G28_Scope;Scope_ATACR7_F1;Scope_ATACR7_F1r;Sight_Thermal;Sight_Thermal_AK;Sight_PVS4;Sight_Armasight_NV;Sight_Burris_NV;Pad;Light_Medium_SureFire_M952V;Sight_ATACR7_F1_Scope,ARSENAL-26-GunFighter: DAEWOO_NEW.txt
S&T Motiv K2C1 Rifle (Launcher),Rifle,Rifle,40HERound,,1,0,0,0,0,,1,TRUE,0,0,23,50,100,0.61,0,3,19,,50,60,0.8,8,K2_C1_HE,,ARSENAL-26-GunFighter: DAEWOO_NEW.txt
S&T Motiv K2C1 Rifle (Launcher),Rifle,Rifle,40INCRound,,1,0,0,0,0,,1,TRUE,0,0,23,50,100,0.61,0,3,19,,50,60,0.8,8,K2_C1_INC,,ARSENAL-26-GunFighter: DAEWOO_NEW.txt
Daewoo K2 Rifle,Rifle,Rifle,556Bullets,556Clip,30,1.9,2.5,26,25,4,1,TRUE,2,0.08,17,25,60,0.61,26,3.3,13,10,50,60,0.3,3,K2_1,Launcher;Launcher2;Bipod;Bipod_OPEN;Sling_2;Sling_3;ForeGrip;Grip_Magpul;Grip_MLOK;Grip_TG;Grip_BCM;Grip_Fold;Light_Small;Light_Large;Light_Medium_M952V;Laser_Green;Laser_Red;Laser_DVAL;Laser_PEQ15;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;Suppressor_Rifle;Suppressor_PBS1_Rifle;Suppressor_PBS4_Rifle;Suppressor_Oil;Suppressor_Bottle;Compensator;MuzzleBrake;MuzzleBrake_DK1;MuzzleBrake_DK2;LinearComp_Noveske;GhostRing;Sight_Fiber_Shotgun;Sight_MicroDot;Sight_RaceDot;Sight_SRS;Sight_MRO;Sight_SRO;Sight_EOTech;Sight_XPS;Sight_Aimpoint;Sight_Aimpoint_Dot;Sight_ACRO;Sight_Mepro_M21;Sight_Mepro_MOR;Sight_UH1;Sight_Nikon;Sight_1P87;Sight_1P63;Sight_KOBRA;Sight_OKP7_Reflex;Sight_Phantom_XL;Sight_PKAS;Sight_LUX;Sight_3xEOTech;Sight_Raven;Sight_C79;Sight_NO32;Sight_PU;Sight_4xACOG;Sight_4xACOG_ECO;Sight_SUSAT;Sight_L2;Sight_Brownells;Scope_4xPSO;Sight_M8;Scope_1;Scope_Trijicon_1;Scope_TANGO6T_1;Sight_6xELCAN;Sight_6xHensoldt;Sight_Malcom;Scope_12xPSO;Sight_VX3;Scope_20x;Sight_G28_Scope;Scope_ATACR7_F1;Scope_ATACR7_F1r;Sight_Thermal;Sight_Thermal_AK;Sight_PVS4;Sight_Armasight_NV;Sight_Burris_NV;Pad;Light_Medium_SureFire_M952V;Sight_ATACR7_F1_Scope,ARSENAL-26-GunFighter: DAEWOO_NEW.txt
Daewoo K2 Rifle (Launcher),Rifle,Rifle,40HERound,,1,0,0,0,0,,1,TRUE,0,0,23,50,100,0.61,0,3,19,,50,60,0.8,8,K2_1_HE,,ARSENAL-26-GunFighter: DAEWOO_NEW.txt
Daewoo K2 Rifle (Launcher),Rifle,Rifle,40INCRound,,1,0,0,0,0,,1,TRUE,0,0,23,50,100,0.61,0,3,19,,50,60,0.8,8,K2_1_INC,,ARSENAL-26-GunFighter: DAEWOO_NEW.txt
Daewoo K2 Rifle w/ K203 Handgaurd,Rifle,Rifle,556Bullets,556Clip,30,1.9,2.5,26,25,4,1,TRUE,2,0.08,17,25,60,0.61,26,3.3,13,10,50,60,0.3,3,K2_203,Launcher;Launcher2;Bipod;Bipod_OPEN;Sling_2;Sling_3;ForeGrip;Grip_Magpul;Grip_MLOK;Grip_TG;Grip_BCM;Grip_Fold;Light_Small;Light_Large;Light_Medium_M952V;Laser_Green;Laser_Red;Laser_DVAL;Laser_PEQ15;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;Suppressor_Rifle;Suppressor_PBS1_Rifle;Suppressor_PBS4_Rifle;Suppressor_Oil;Suppressor_Bottle;Compensator;MuzzleBrake;MuzzleBrake_DK1;MuzzleBrake_DK2;LinearComp_Noveske;GhostRing;Sight_Fiber_Shotgun;Sight_MicroDot;Sight_RaceDot;Sight_SRS;Sight_MRO;Sight_SRO;Sight_EOTech;Sight_XPS;Sight_Aimpoint;Sight_Aimpoint_Dot;Sight_ACRO;Sight_Mepro_M21;Sight_Mepro_MOR;Sight_UH1;Sight_Nikon;Sight_1P87;Sight_1P63;Sight_KOBRA;Sight_OKP7_Reflex;Sight_Phantom_XL;Sight_PKAS;Sight_LUX;Sight_3xEOTech;Sight_Raven;Sight_C79;Sight_NO32;Sight_PU;Sight_4xACOG;Sight_4xACOG_ECO;Sight_SUSAT;Sight_L2;Sight_Brownells;Scope_4xPSO;Sight_M8;Scope_1;Scope_Trijicon_1;Scope_TANGO6T_1;Sight_6xELCAN;Sight_6xHensoldt;Sight_Malcom;Scope_12xPSO;Sight_VX3;Scope_20x;Sight_G28_Scope;Scope_ATACR7_F1;Scope_ATACR7_F1r;Sight_Thermal;Sight_Thermal_AK;Sight_PVS4;Sight_Armasight_NV;Sight_Burris_NV;Pad;Light_Medium_SureFire_M952V;Sight_ATACR7_F1_Scope,ARSENAL-26-GunFighter: DAEWOO_NEW.txt
Daewoo K2 Rifle w/ K203 Handgaurd (Launcher),Rifle,Rifle,40HERound,,1,0,0,0,0,,1,TRUE,0,0,23,50,100,0.61,0,3,19,,50,60,0.8,8,K2_203_HE,,ARSENAL-26-GunFighter: DAEWOO_NEW.txt
Daewoo K2 Rifle w/ K203 Handgaurd (Launcher),Rifle,Rifle,40INCRound,,1,0,0,0,0,,1,TRUE,0,0,23,50,100,0.61,0,3,19,,50,60,0.8,8,K2_203_INC,,ARSENAL-26-GunFighter: DAEWOO_NEW.txt
Daewoo K2 (ADVK-2 Rail) Rifle,Rifle,Rifle,556Bullets,556Clip,30,1.9,2.5,26,25,4,1,TRUE,2,0.08,17,25,60,0.61,26,3.3,13,10,65,55,0.3,3,K2_ADVK2,Launcher2;Bipod_OPEN;Light_Medium_M952V;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;LinearComp_Noveske;Sight_OKP7_Reflex;Scope_TANGO6T_1;Scope_ATACR7_F1;Scope_ATACR7_F1r;Sight_Armasight_NV;Sight_Burris_NV,ARSENAL(26)GunFighter[MOD 2.0]: DAEWOO_NEW.txt
Daewoo K1 w/ Devgru Rail,Rifle,Rifle,556Bullets,556Clip,30,1.9,2.5,26,25,4,1,TRUE,2,0.08,17,25,60,0.61,24,3.3,13,10,50,60,0.3,3,K1DEV,Launcher;Launcher2;Bipod;Bipod_OPEN;Sling_2;Sling_3;ForeGrip;Grip_Magpul;Grip_MLOK;Grip_TG;Grip_BCM;Grip_Fold;Light_Small;Light_Large;Light_Medium_M952V;Laser_Green;Laser_Red;Laser_DVAL;Laser_PEQ15;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;Suppressor_Rifle;Suppressor_PBS1_Rifle;Suppressor_PBS4_Rifle;Suppressor_Oil;Suppressor_Bottle;Compensator;MuzzleBrake;MuzzleBrake_DK1;MuzzleBrake_DK2;LinearComp_Noveske;GhostRing;Sight_Fiber_Shotgun;Sight_MicroDot;Sight_RaceDot;Sight_SRS;Sight_MRO;Sight_SRO;Sight_EOTech;Sight_XPS;Sight_Aimpoint;Sight_Aimpoint_Dot;Sight_ACRO;Sight_Mepro_M21;Sight_Mepro_MOR;Sight_UH1;Sight_Nikon;Sight_1P87;Sight_1P63;Sight_KOBRA;Sight_OKP7_Reflex;Sight_Phantom_XL;Sight_PKAS;Sight_LUX;Sight_3xEOTech;Sight_Raven;Sight_C79;Sight_NO32;Sight_PU;Sight_4xACOG;Sight_4xACOG_ECO;Sight_SUSAT;Sight_L2;Sight_Brownells;Scope_4xPSO;Sight_M8;Scope_1;Scope_Trijicon_1;Scope_TANGO6T_1;Sight_6xELCAN;Sight_6xHensoldt;Sight_Malcom;Scope_12xPSO;Sight_VX3;Scope_20x;Sight_G28_Scope;Scope_ATACR7_F1;Scope_ATACR7_F1r;Sight_Thermal;Sight_Thermal_AK;Sight_PVS4;Sight_Armasight_NV;Sight_Burris_NV;Pad;Light_Medium_SureFire_M952V;Sight_ATACR7_F1_Scope,ARSENAL-26-GunFighter: DAEWOO_NEW.txt
Daewoo K1 w/ Devgru Rail (Launcher),Rifle,Rifle,40HERound,,1,0,0,0,0,,1,TRUE,0,0,23,50,100,0.61,0,3,19,,50,60,0.8,8,K1DEV_HE,,ARSENAL-26-GunFighter: DAEWOO_NEW.txt
Daewoo K1 w/ Devgru Rail (Launcher),Rifle,Rifle,40INCRound,,1,0,0,0,0,,1,TRUE,0,0,23,50,100,0.61,0,3,19,,50,60,0.8,8,K1DEV_INC,,ARSENAL-26-GunFighter: DAEWOO_NEW.txt
Daewoo K1 SMG,Rifle,Rifle,556Bullets,556Clip,30,1.9,2.5,26,25,4,1,TRUE,2,0.08,17,25,60,0.61,24,3.3,13,10,50,60,0.3,3,K1_1,Launcher2;Bipod;Bipod_OPEN;Sling_2;Sling_3;ForeGrip;Grip_Magpul;Grip_MLOK;Grip_TG;Grip_BCM;Grip_Fold;Light_Small;Light_Large;Light_Medium_M952V;Laser_Green;Laser_Red;Laser_DVAL;Laser_PEQ15;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;Suppressor_Rifle;Suppressor_PBS1_Rifle;Suppressor_PBS4_Rifle;Suppressor_Oil;Suppressor_Bottle;Compensator;MuzzleBrake;MuzzleBrake_DK1;MuzzleBrake_DK2;LinearComp_Noveske;GhostRing;Sight_Fiber_Shotgun;Sight_MicroDot;Sight_RaceDot;Sight_SRS;Sight_MRO;Sight_SRO;Sight_EOTech;Sight_XPS;Sight_Aimpoint;Sight_Aimpoint_Dot;Sight_ACRO;Sight_Mepro_M21;Sight_Mepro_MOR;Sight_UH1;Sight_Nikon;Sight_1P87;Sight_1P63;Sight_KOBRA;Sight_OKP7_Reflex;Sight_Phantom_XL;Sight_PKAS;Sight_LUX;Sight_3xEOTech;Sight_Raven;Sight_C79;Sight_NO32;Sight_PU;Sight_4xACOG;Sight_4xACOG_ECO;Sight_SUSAT;Sight_L2;Sight_Brownells;Scope_4xPSO;Sight_M8;Scope_1;Scope_Trijicon_1;Scope_TANGO6T_1;Sight_6xELCAN;Sight_6xHensoldt;Sight_Malcom;Scope_12xPSO;Sight_VX3;Scope_20x;Sight_G28_Scope;Scope_ATACR7_F1;Scope_ATACR7_F1r;Sight_Thermal;Sight_Thermal_AK;Sight_PVS4;Sight_Armasight_NV;Sight_Burris_NV;Pad;Light_Medium_SureFire_M952V;Sight_ATACR7_F1_Scope,ARSENAL-26-GunFighter: DAEWOO_NEW.txt
Daewoo K1 SMG (Launcher),Rifle,Rifle,40HERound,,1,0,0,0,0,,1,TRUE,0,0,23,50,100,0.61,0,3,19,,50,60,0.8,8,K1_1_HE,,ARSENAL-26-GunFighter: DAEWOO_NEW.txt
Daewoo K1 SMG (Launcher),Rifle,Rifle,40INCRound,,1,0,0,0,0,,1,TRUE,0,0,23,50,100,0.61,0,3,19,,50,60,0.8,8,K1_1_INC,,ARSENAL-26-GunFighter: DAEWOO_NEW.txt
Daewoo K1 SMG (Folded),Rifle,Rifle,556Bullets,556Clip,30,1.9,2.5,26,25,4,1,TRUE,2,0.08,17,25,60,0.61,24,3.3,13,10,65,55,0.3,3,K1_1_Fold,Launcher2;Bipod_OPEN;Light_Medium_M952V;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;LinearComp_Noveske;Sight_OKP7_Reflex;Scope_TANGO6T_1;Scope_ATACR7_F1;Scope_ATACR7_F1r;Sight_Armasight_NV;Sight_Burris_NV,ARSENAL(26)GunFighter[MOD 2.0]: DAEWOO_NEW.txt
Daewoo K1 SMG (Folded/Launcher),Rifle,Rifle,40HERound,,1,0,0,0,0,,1,TRUE,0,0,23,50,100,0.61,0,3,19,,65,55,0.8,8,K1_1_Fold_HE,,ARSENAL(26)GunFighter[MOD 2.0]: DAEWOO_NEW.txt
Daewoo K1 SMG (Folded/Launcher),Rifle,Rifle,40INCRound,,1,0,0,0,0,,1,TRUE,0,0,23,50,100,0.61,0,3,19,,65,55,0.8,8,K1_1_Fold_INC,,ARSENAL(26)GunFighter[MOD 2.0]: DAEWOO_NEW.txt
Daewoo DR 200 Rifle,Rifle,Rifle,556Bullets,556Clip,30,1.9,2.5,26,25,4,1,TRUE,2,0.08,17,25,60,0.61,26,3.3,13,10,50,60,0.3,3,DR_200,Launcher;Launcher2;Bipod_OPEN;Light_Medium_M952V;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;LinearComp_Noveske;Sight_OKP7_Reflex;Scope_TANGO6T_1;Scope_ATACR7_F1;Scope_ATACR7_F1r;Sight_Armasight_NV;Sight_Burris_NV,ARSENAL-26-GunFighter: DAEWOO_NEW.txt
Daewoo DR 200 Rifle (Launcher),Rifle,Rifle,40HERound,,1,0,0,0,0,,1,TRUE,0,0,23,50,100,0.61,0,3,19,,50,60,0.8,8,DR_200_HE,,ARSENAL-26-GunFighter: DAEWOO_NEW.txt
Daewoo DR 200 Rifle (Launcher),Rifle,Rifle,40INCRound,,1,0,0,0,0,,1,TRUE,0,0,23,50,100,0.61,0,3,19,,50,60,0.8,8,DR_200_INC,,ARSENAL-26-GunFighter: DAEWOO_NEW.txt
CZ Scorpion Evo 3 A1 w/Folded Stock,Rifle,Rifle,Bullets9mm,9mmClip,15,1,1.4,31,15,4,1,,1,0.09,15,25,40,0.61,16,3.0,14,10,50,60,0.3,2,EVO_Fold,Sling_1;Sling_2;Sling_3;ForeGrip;Grip_Magpul;Grip_MLOK;Grip_TG;Grip_BCM;Grip_Fold;Light_Small;Light_Large;Light_Medium_M952V;Laser_Green;Laser_Red;Laser_DVAL;Laser_PEQ15;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;Suppressor_Pistol;Suppressor_Socom_Pistol;Suppressor_NorthStar_Pistol;Suppressor_MK3_Pistol;Suppressor_Oil;Suppressor_Bottle;Compensator;Compensator_CZ;MuzzleBrake;MuzzleBrake_DK1;MuzzleBrake_DK2;LinearComp_Noveske;GhostRing;Sight_Fiber_Shotgun;Sight_MicroDot;Sight_RaceDot;Sight_SRS;Sight_MRO;Sight_SRO;Sight_EOTech;Sight_XPS;Sight_Aimpoint;Sight_Aimpoint_Dot;Sight_ACRO;Sight_Mepro_M21;Sight_Mepro_MOR;Sight_UH1;Sight_Nikon;Sight_1P87;Sight_1P63;Sight_KOBRA;Sight_OKP7_Reflex;Sight_Phantom_XL;Sight_PKAS;Sight_LUX;Sight_3xEOTech;Sight_Raven;Sight_C79;Sight_NO32;Sight_PU;Sight_4xACOG;Sight_4xACOG_ECO;Sight_SUSAT;Sight_L2;Sight_Brownells;Scope_4xPSO;Sight_M8;Scope_1;Scope_Trijicon_1;Scope_TANGO6T_1;Sight_6xELCAN;Sight_6xHensoldt;Sight_Malcom;Scope_12xPSO;Sight_VX3;Scope_20x;Sight_G28_Scope;Scope_ATACR7_F1;Scope_ATACR7_F1r;Sight_Thermal;Sight_Thermal_AK;Sight_PVS4;Sight_Armasight_NV;Sight_Burris_NV;Light_Medium_SureFire_M952V;Suppressor_SOCOM_Pistol;Sight_ATACR7_F1_Scope,ARSENAL-26-GunFighter: EVO.txt
CZ Scorpion Evo 3 A1 w/Extend Stock,Rifle,Rifle,Bullets9mm,9mmClip,15,1,1.4,39,15,4,1,,1,0.08,22,25,40,0.61,16,3.0,16,10,50,60,0.3,2,EVO_Stock,Sling_1;Sling_2;Sling_3;ForeGrip;Grip_Magpul;Grip_MLOK;Grip_TG;Grip_BCM;Grip_Fold;Light_Small;Light_Large;Light_Medium_M952V;Laser_Green;Laser_Red;Laser_DVAL;Laser_PEQ15;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;Suppressor_Pistol;Suppressor_Socom_Pistol;Suppressor_NorthStar_Pistol;Suppressor_MK3_Pistol;Suppressor_Oil;Suppressor_Bottle;Compensator;Compensator_CZ;MuzzleBrake;MuzzleBrake_DK1;MuzzleBrake_DK2;LinearComp_Noveske;GhostRing;Sight_Fiber_Shotgun;Sight_MicroDot;Sight_RaceDot;Sight_SRS;Sight_MRO;Sight_SRO;Sight_EOTech;Sight_XPS;Sight_Aimpoint;Sight_Aimpoint_Dot;Sight_ACRO;Sight_Mepro_M21;Sight_Mepro_MOR;Sight_UH1;Sight_Nikon;Sight_1P87;Sight_1P63;Sight_KOBRA;Sight_OKP7_Reflex;Sight_Phantom_XL;Sight_PKAS;Sight_LUX;Sight_3xEOTech;Sight_Raven;Sight_C79;Sight_NO32;Sight_PU;Sight_4xACOG;Sight_4xACOG_ECO;Sight_SUSAT;Sight_L2;Sight_Brownells;Scope_4xPSO;Sight_M8;Scope_1;Scope_Trijicon_1;Scope_TANGO6T_1;Sight_6xELCAN;Sight_6xHensoldt;Sight_Malcom;Scope_12xPSO;Sight_VX3;Scope_20x;Sight_G28_Scope;Scope_ATACR7_F1;Scope_ATACR7_F1r;Sight_Thermal;Sight_Thermal_AK;Sight_PVS4;Sight_Armasight_NV;Sight_Burris_NV;Light_Medium_SureFire_M952V;Suppressor_SOCOM_Pistol;Sight_ATACR7_F1_Scope,ARSENAL-26-GunFighter: EVO.txt
FN FAL 50.00,Rifle,Rifle,308Bullets,308ExtClip,20,3,4,17,40,4,1,TRUE,3,0.08,15,25,80,0.61,30.5,4.0,11,10,50,60,0.3,6,FAL,Bipod;Bipod_OPEN;Sling_2;Sling_3;ForeGrip;Grip_Magpul;Grip_MLOK;Grip_TG;Grip_BCM;Grip_Fold;Light_Small;Light_Large;Light_Medium_M952V;Laser_Green;Laser_Red;Laser_DVAL;Laser_PEQ15;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;Suppressor_Rifle;Suppressor_PBS1_Rifle;Suppressor_PBS4_Rifle;Suppressor_Oil;Suppressor_Bottle;Bayonet_M4;Compensator;MuzzleBrake;MuzzleBrake_DK1;MuzzleBrake_DK2;LinearComp_Noveske;GhostRing;Sight_Fiber_Shotgun;Sight_MicroDot;Sight_RaceDot;Sight_SRS;Sight_MRO;Sight_SRO;Sight_EOTech;Sight_XPS;Sight_Aimpoint;Sight_Aimpoint_Dot;Sight_ACRO;Sight_Mepro_M21;Sight_Mepro_MOR;Sight_UH1;Sight_Nikon;Sight_1P87;Sight_1P63;Sight_KOBRA;Sight_OKP7_Reflex;Sight_Phantom_XL;Sight_PKAS;Sight_LUX;Sight_3xEOTech;Sight_Raven;Sight_C79;Sight_NO32;Sight_PU;Sight_4xACOG;Sight_4xACOG_ECO;Sight_SUSAT;Sight_L2;Sight_Brownells;Scope_4xPSO;Sight_M8;Scope_1;Scope_Trijicon_1;Scope_TANGO6T_1;Sight_6xELCAN;Sight_6xHensoldt;Sight_Malcom;Scope_12xPSO;Sight_VX3;Scope_20x;Sight_G28_Scope;Scope_ATACR7_F1;Scope_ATACR7_F1r;Sight_Thermal;Sight_Thermal_AK;Sight_PVS4;Sight_Armasight_NV;Sight_Burris_NV;Pad;Light_Medium_SureFire_M952V;Sight_ATACR7_F1_Scope,ARSENAL-26-GunFighter: FAL.txt
FN FAL 50.63 w/Extended Stock,Rifle,Rifle,308Bullets,308ExtClip,20,3,4,17,40,4,1,TRUE,3,0.08,15,25,80,0.61,30.5,3.7,11,10,50,60,0.3,6,FAL_PARA_Stock,Bipod;Bipod_OPEN;Sling_1;Sling_2;Sling_3;ForeGrip;Grip_Magpul;Grip_MLOK;Grip_TG;Grip_BCM;Grip_Fold;Light_Small;Light_Large;Light_Medium_M952V;Laser_Green;Laser_Red;Laser_DVAL;Laser_PEQ15;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;Suppressor_Rifle;Suppressor_PBS1_Rifle;Suppressor_PBS4_Rifle;Suppressor_Oil;Suppressor_Bottle;Bayonet_M4;Compensator;MuzzleBrake;MuzzleBrake_DK1;MuzzleBrake_DK2;LinearComp_Noveske;GhostRing;Sight_Fiber_Shotgun;Sight_MicroDot;Sight_RaceDot;Sight_SRS;Sight_MRO;Sight_SRO;Sight_EOTech;Sight_XPS;Sight_Aimpoint;Sight_Aimpoint_Dot;Sight_ACRO;Sight_Mepro_M21;Sight_Mepro_MOR;Sight_UH1;Sight_Nikon;Sight_1P87;Sight_1P63;Sight_KOBRA;Sight_OKP7_Reflex;Sight_Phantom_XL;Sight_PKAS;Sight_LUX;Sight_3xEOTech;Sight_Raven;Sight_C79;Sight_NO32;Sight_PU;Sight_4xACOG;Sight_4xACOG_ECO;Sight_SUSAT;Sight_L2;Sight_Brownells;Scope_4xPSO;Sight_M8;Scope_1;Scope_Trijicon_1;Scope_TANGO6T_1;Sight_6xELCAN;Sight_6xHensoldt;Sight_Malcom;Scope_12xPSO;Sight_VX3;Scope_20x;Sight_G28_Scope;Scope_ATACR7_F1;Scope_ATACR7_F1r;Sight_Thermal;Sight_Thermal_AK;Sight_PVS4;Sight_Armasight_NV;Sight_Burris_NV;Pad;Light_Medium_SureFire_M952V;Sight_ATACR7_F1_Scope,ARSENAL-26-GunFighter: FAL.txt
FN FAL 50.63 w/Folded Stock,Rifle,Rifle,308Bullets,308ExtClip,20,3,4,9,40,4,1,TRUE,3,0.09,8,25,80,0.61,30.5,3.0,10,10,50,60,0.3,6,FAL_PARA_Fold,Bipod;Bipod_OPEN;Sling_1;Sling_2;Sling_3;ForeGrip;Grip_Magpul;Grip_MLOK;Grip_TG;Grip_BCM;Grip_Fold;Light_Small;Light_Large;Light_Medium_M952V;Laser_Green;Laser_Red;Laser_DVAL;Laser_PEQ15;Laser_Green_ON;Laser_Red_ON;Laser_DVAL_ON;Laser_PEQ15_ON;Light_Small_TLR_7AH;Light_Medium_M900;Suppressor_Rifle;Suppressor_PBS1_Rifle;Suppressor_PBS4_Rifle;Suppressor_Oil;Suppressor_Bottle;Bayonet_M4;Compensator;MuzzleBrake;MuzzleBrake_DK1;MuzzleBrake_DK2;LinearComp_Noveske;GhostRing;Sight_Fiber_Shotgun;Sight_MicroDot;Sight_RaceDot;Sight_SRS;Sight_MRO;Sight_SRO;Sight_EOTech;Sight_XPS;Sight_Aimpoint;Sight_Aimpoint_Dot;Sight_ACRO;Sight_Mepro_M21;Sight_Mepro_MOR;Sight_UH1;Sight_Nikon;Sight_1P87;Sight_1P63;Sight_KOBRA;Sight_OKP7_Reflex;Sight_Phantom_XL;Sight_PKAS;Sight_LUX;Sight_3xEOTech;Sight_Raven;Sight_C79;Sight_NO32;Sight_PU;Sight_4xACOG;Sight_4xACOG_ECO;Sight_SUSAT;Sight_L2;Sight_Brownells;Scope_4xPSO;Sight_M8;Scope_1;Scope_Trijicon_1;Scope_TANGO6T_1;Sight_6xELCAN;Sight_6xHensoldt;Sight_Malcom;Scope_12xPSO;Sight_VX3;Scope_20x;Sight_G28_Scope;Scope_ATACR7_F1;Scope_ATACR7_F1r;Sight_Thermal;Sight_Thermal_AK;Sight_PVS4;Sight_Armasight_NV;Sight_Burris_NV;Pad;Light_Medium_SureFire_M952V;Sight_ATACR7_F1_Scope,ARSENAL-26-GunFighter: FAL.txt
